Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land Area,Unit,Main Floor Area,Transaction Price
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),July 2022,Leasehold,130,sq.m,63.22,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),July 2022,Leasehold,130,sq.m,74.3,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,111,sq.m,63.22,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,120,sq.m,63.27,190000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,121,sq.m,63.22,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,130,sq.m,63.22,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,130,sq.m,74.3,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,130,sq.m,74.3,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,130,sq.m,74.3,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,130,sq.m,74.3,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),August 2022,Leasehold,247,sq.m,74.3,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),September 2022,Leasehold,121,sq.m,60.62,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),September 2022,Leasehold,121,sq.m,78.01,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),September 2022,Leasehold,129,sq.m,74.3,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),September 2022,Leasehold,130,sq.m,74.3,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),September 2022,Leasehold,130,sq.m,74.3,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),October 2022,Leasehold,121,sq.m,63.22,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),October 2022,Leasehold,121,sq.m,78.94,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),October 2022,Leasehold,130,sq.m,74.3,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),October 2022,Leasehold,140,sq.m,74.3,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),November 2022,Leasehold,112,sq.m,63.22,180000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),November 2022,Leasehold,121,sq.m,63.22,190000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),December 2022,Leasehold,130,sq.m,74.3,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),December 2022,Leasehold,130,sq.m,74.3,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),December 2022,Leasehold,141,sq.m,63.22,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,January 2022,Leasehold,167,sq.m,72.03,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,March 2022,Leasehold,111,sq.m,63.73,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,June 2022,Freehold,121,sq.m,85.33,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,July 2022,Freehold,124,sq.m,66.89,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,September 2022,Leasehold,111,sq.m,55.93,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,September 2022,Leasehold,111,sq.m,72.03,185000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 1,December 2022,Leasehold,111,sq.m,55.93,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 2,July 2022,Leasehold,111,sq.m,72.03,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FASA 2,September 2022,Leasehold,149,sq.m,63.17,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA FIII,August 2022,Freehold,232,sq.m,65.03,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA PECAHAN LOT 1593,April 2022,Freehold,111,sq.m,74.3,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI JAYA PECAHAN LOT 1593,October 2022,Freehold,121,sq.m,74.32,275000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,January 2022,Freehold,102,sq.m,60.42,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,January 2022,Freehold,105,sq.m,61.32,170000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,February 2022,Freehold,251,sq.m,61.31,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,March 2022,Freehold,102,sq.m,61.31,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,March 2022,Freehold,102,sq.m,61.32,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,March 2022,Freehold,102,sq.m,61.33,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,July 2022,Freehold,104,sq.m,61.31,190000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,July 2022,Freehold,109,sq.m,61.31,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,July 2022,Freehold,111,sq.m,65.03,120000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,July 2022,Freehold,120,sq.m,61.31,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,September 2022,Freehold,102,sq.m,61.31,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,October 2022,Freehold,102,sq.m,61.31,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,October 2022,Freehold,104.35,sq.m,63.36,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,October 2022,Freehold,111,sq.m,74.37,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,November 2022,Freehold,111,sq.m,65.03,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,November 2022,Freehold,129,sq.m,61.31,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Tg Minyak,TAMAN RAMBAI UTAMA,November 2022,Freehold,129,sq.m,61.31,250000
