Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land Area,Unit,Main Floor Area,Transaction Price
1 - 1 1/2 Storey Terraced,Jasin,Tedong,TAMAN SERI SERKAM,May 2022,Leasehold,112,sq.m,62.92,185000
1 - 1 1/2 Storey Terraced,Jasin,Tedong,TAMAN SERI SERKAM,June 2022,Leasehold,102,sq.m,62.92,205000
1 - 1 1/2 Storey Terraced,Jasin,Tedong,TAMAN SERI SERKAM,September 2022,Leasehold,111,sq.m,62.92,200000
1 - 1 1/2 Storey Terraced,Jasin,Tedong,TAMAN SERI SERKAM,October 2022,Leasehold,111,sq.m,62.92,200000
1 - 1 1/2 Storey Terraced,Jasin,Tedong,TAMAN SERI SERKAM,November 2022,Leasehold,111,sq.m,62.92,170000
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN BALKIS UMBAI,September 2022,Freehold,130,sq.m,65.09,200000
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI IMPIAN,March 2022,Freehold,255,sq.m,87.32,375000
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI PERMAI,February 2022,Freehold,174,sq.m,91.96,250000
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,May 2022,Freehold,142,sq.m,77.66,242200
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,June 2022,Freehold,130,sq.m,77.66,236800
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,June 2022,Freehold,150,sq.m,77.66,244600
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,June 2022,Freehold,197,sq.m,77.66,278900
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,June 2022,Freehold,201,sq.m,77.66,277100
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,June 2022,Freehold,257,sq.m,77.66,296700
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,August 2022,Freehold,130,sq.m,77.66,236800
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,August 2022,Freehold,137,sq.m,77.66,239800
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,September 2022,Freehold,153,sq.m,77.66,245500
1 - 1 1/2 Storey Terraced,Jasin,Umbai,TAMAN UMBAI SETIA,November 2022,Freehold,130,sq.m,77.66,236800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN ALAI PERDANA (CRISTAL BAY),April 2022,Leasehold,121,sq.m,74.32,313000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN ALAI PERDANA (CRISTAL BAY),November 2022,Leasehold,292,sq.m,74.32,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN ALAI PERDANA (CRISTAL BAY),December 2022,Leasehold,121,sq.m,74.32,235000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN PERMATANG PASIR,October 2022,Freehold,143,sq.m,85.33,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN PERMATANG PASIR PERDANA,August 2022,Leasehold,146,sq.m,70.79,380000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN PERMATANG PASIR PERDANA,September 2022,Leasehold,121,sq.m,70.79,367000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN PERMATANG PASIR PERDANA,October 2022,Leasehold,121,sq.m,70.79,338000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Alai,TAMAN PERMATANG PASIR PERDANA,December 2022,Leasehold,121,sq.m,83.61,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN AYER MOLEK FASA 1 & 2,February 2022,Freehold,103,sq.m,65.03,150000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN AYER MOLEK FASA 1 & 2,October 2022,Freehold,121,sq.m,76.18,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN AYER MOLEK FASA 1 & 2,November 2022,Freehold,111,sq.m,71.54,150000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN BKT PENGKALAN(PENGKALAN JAYA),September 2022,Freehold,143,sq.m,100.09,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN BKT PENGKALAN(PENGKALAN JAYA),December 2022,Freehold,143,sq.m,97.14,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,January 2022,Freehold,112,sq.m,68.38,205000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,March 2022,Freehold,130,sq.m,72.46,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,June 2022,Freehold,211,sq.m,72.46,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,July 2022,Freehold,121,sq.m,74.23,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,September 2022,Freehold,112,sq.m,74.32,195000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,September 2022,Freehold,121,sq.m,67.72,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN DESA MOLEK,September 2022,Freehold,121,sq.m,74.23,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN PENGKALAN MINYAK DAMAI,January 2022,Freehold,170,sq.m,88.97,242000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN PENGKALAN MINYAK DAMAI,February 2022,Freehold,171,sq.m,88.97,237000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN TAMBAK PAYA INDAH,November 2022,Freehold,163,sq.m,79.52,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,January 2022,Leasehold,122,sq.m,63.64,338000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,March 2022,Leasehold,111,sq.m,63.64,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,March 2022,Leasehold,111,sq.m,63.64,190000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,April 2022,Leasehold,111,sq.m,63.64,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,June 2022,Leasehold,111,sq.m,63.64,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,June 2022,Leasehold,111,sq.m,63.64,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,July 2022,Leasehold,111,sq.m,63.64,338000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,July 2022,Leasehold,111,sq.m,63.64,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,July 2022,Leasehold,231,sq.m,63.64,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,September 2022,Leasehold,111,sq.m,63.64,358000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,October 2022,Leasehold,120,sq.m,63.64,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN BACANG BARU,November 2022,Leasehold,111,sq.m,63.64,353500
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM DEWA,August 2022,Freehold,111,sq.m,68.37,170000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,February 2022,Leasehold,143,sq.m,77.67,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,April 2022,Leasehold,143,sq.m,77.67,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,April 2022,Leasehold,143,sq.m,89.93,370000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,May 2022,Leasehold,143,sq.m,81.75,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,June 2022,Leasehold,153,sq.m,69.49,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,June 2022,Leasehold,263,sq.m,89.93,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,July 2022,Leasehold,143,sq.m,77.67,410000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,July 2022,Leasehold,143,sq.m,83.8,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,August 2022,Leasehold,143,sq.m,81.75,298000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,August 2022,Leasehold,208,sq.m,81.75,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,October 2022,Leasehold,143,sq.m,81.75,315000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,October 2022,Leasehold,143,sq.m,81.75,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,October 2022,Leasehold,143.066,sq.m,89.93,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,November 2022,Leasehold,143,sq.m,81.75,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bachang,TAMAN MALIM JAYA,December 2022,Leasehold,143,sq.m,81.75,298000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN ASEAN,February 2022,Freehold,143.1,sq.m,82.68,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN ASEAN,March 2022,Freehold,121,sq.m,73.09,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN ASEAN,March 2022,Freehold,143.1,sq.m,97.08,355000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN ASEAN,December 2022,Freehold,143.1,sq.m,82.68,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,May 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,June 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,June 2022,Freehold,174,sq.m,88.34,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,June 2022,Freehold,179,sq.m,88.34,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,July 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,August 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,September 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,October 2022,Freehold,130,sq.m,88.34,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,October 2022,Freehold,186,sq.m,88.34,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,October 2022,Freehold,189,sq.m,106.16,317500
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,November 2022,Freehold,184,sq.m,106.16,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,November 2022,Freehold,198,sq.m,106.16,322000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,November 2022,Freehold,329,sq.m,106.16,396500
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,November 2022,Freehold,332,sq.m,106.16,398000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,December 2022,Freehold,184,sq.m,106.16,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,December 2022,Freehold,311,sq.m,106.16,370998
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN BALAI PANJANG MURNI,December 2022,Freehold,316,sq.m,106.16,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN GADONG BAHAGIA,March 2022,Freehold,130,sq.m,78.63,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN GADONG BAHAGIA,March 2022,Freehold,132,sq.m,83.64,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN GADONG BAHAGIA,March 2022,Freehold,149,sq.m,83.64,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN GADONG BAHAGIA,May 2022,Freehold,133,sq.m,83.64,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN GADONG BAHAGIA,December 2022,Freehold,131,sq.m,83.64,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN MANGGA INDAH,May 2022,Freehold,121,sq.m,66.86,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN MEWAH ( TAMAN SERI MANGGA ),December 2022,Leasehold,184,sq.m,102.19,387000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN PANDAN JAYA SEK 1  (HAI CHOON DEV),May 2022,Freehold,200,sq.m,112.04,380000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),February 2022,Freehold,196,sq.m,112.04,328640
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),March 2022,Freehold,143,sq.m,71.35,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),March 2022,Freehold,171,sq.m,69.86,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN PANDAN PERDANA,April 2022,Leasehold,130,sq.m,92.9,253000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN POKOK MANGGA,April 2022,Leasehold,102,sq.m,65.03,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN POKOK MANGGA,October 2022,Freehold,130,sq.m,69.75,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN POKOK MANGGA,October 2022,Freehold,130,sq.m,83.61,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN POKOK MANGGA FASA 1,June 2022,Leasehold,100,sq.m,65.03,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,January 2022,Freehold,102,sq.m,63.17,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,March 2022,Freehold,102,sq.m,73.15,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,March 2022,Freehold,133,sq.m,92.9,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,March 2022,Freehold,143,sq.m,102.2,395800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,March 2022,Freehold,143,sq.m,102.2,336400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,March 2022,Freehold,313,sq.m,102.2,460000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,April 2022,Freehold,130,sq.m,73.15,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,May 2022,Freehold,143,sq.m,102.2,336400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,June 2022,Freehold,102,sq.m,73.15,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,June 2022,Freehold,143,sq.m,102.2,395800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,June 2022,Freehold,143,sq.m,102.2,336400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,July 2022,Freehold,143,sq.m,102.2,395800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,August 2022,Freehold,234,sq.m,102.2,474000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,September 2022,Freehold,111,sq.m,74.32,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,September 2022,Freehold,143,sq.m,102.2,395800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,September 2022,Freehold,143,sq.m,102.2,336400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,October 2022,Freehold,143,sq.m,102.2,336400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,October 2022,Freehold,197,sq.m,73.15,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,November 2022,Freehold,111,sq.m,73.39,338000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,November 2022,Freehold,197,sq.m,102.2,442300
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,November 2022,Freehold,225,sq.m,102.2,466400
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,November 2022,Leasehold,172,sq.m,95.05,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,December 2022,Freehold,111,sq.m,74.32,318000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI MANGGA SEK. 1,December 2022,Freehold,143,sq.m,102.2,395800
1 - 1 1/2 Storey Terraced,Melaka Tengah,Balai Panjang,TAMAN SERI PANDAN-PDN JAYA (LORONG PANDAN),November 2022,Freehold,143,sq.m,85.84,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN BAHAGIA (BKT BARU),January 2022,Freehold,111,sq.m,62.8,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN BAHAGIA (BKT BARU),February 2022,Freehold,156,sq.m,62.8,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN BAHAGIA (BKT BARU),June 2022,Freehold,111.5,sq.m,62.8,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN SIN HOE,March 2022,Freehold,142.98,sq.m,82.38,370000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN SIN HOE,July 2022,Freehold,174.52,sq.m,97.93,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Bkt Baru,TAMAN SIN HOE,August 2022,Freehold,156.258,sq.m,89.37,428000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,JALAN JOHOR,June 2022,Freehold,117.054,sq.m,88.3,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,JALAN JOHOR,September 2022,Freehold,106.556,sq.m,102.2,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,JALAN ONG KIM WEE,December 2022,Freehold,140.186,sq.m,105.72,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,JALAN PANJANG,December 2022,Freehold,122.67,sq.m,86.54,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,March 2022,Freehold,143,sq.m,87.73,435000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,March 2022,Freehold,150,sq.m,87.73,405000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,May 2022,Freehold,150,sq.m,87.73,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,July 2022,Freehold,143,sq.m,87.73,433000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,August 2022,Freehold,143,sq.m,87.73,395000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN AMAN UJONG PASIR,December 2022,Freehold,143,sq.m,87.73,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN BKT SENJUANG,April 2022,Freehold,126.716,sq.m,80.27,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN BKT SENJUANG,August 2022,Freehold,105.99,sq.m,100.62,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN BKT SERINDIT,September 2022,Freehold,104.884,sq.m,81.48,315000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN BKT SERINDIT,September 2022,Freehold,120.77,sq.m,74.32,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HANG TUAH,October 2022,Freehold,151,sq.m,73.95,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,February 2022,Freehold,211.999,sq.m,92.9,510000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,April 2022,Freehold,128.945,sq.m,78.04,420000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,April 2022,Freehold,134.43,sq.m,102.29,365000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,June 2022,Freehold,141.673,sq.m,99.64,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,August 2022,Freehold,144.924,sq.m,96.06,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,August 2022,Freehold,187.844,sq.m,55,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,August 2022,Freehold,194.539,sq.m,69.21,315000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,September 2022,Freehold,128.945,sq.m,87.24,345000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,September 2022,Freehold,143.158,sq.m,87.88,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,October 2022,Freehold,165.548,sq.m,99.13,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,November 2022,Freehold,138.235,sq.m,91.5,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN HILIR,December 2022,Freehold,143,sq.m,95.93,490000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KAMPONG LAPAN,August 2022,Leasehold,130.1,sq.m,107.3,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KENANGA,December 2022,Freehold,115.841,sq.m,83.54,355000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KENANGA SEK. 1,April 2022,Freehold,143,sq.m,95.23,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KESIDANG SEK 2,January 2022,Freehold,190,sq.m,82.8,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KESIDANG SEK 2,March 2022,Freehold,159,sq.m,88.72,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KESIDANG SEK 2,April 2022,Freehold,164,sq.m,87.89,265000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KOTA LAKSAMANA,April 2022,Leasehold,143,sq.m,68,386000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KOTA LAKSAMANA,June 2022,Leasehold,130,sq.m,54.63,268000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KOTA LAKSAMANA,October 2022,Leasehold,130,sq.m,54.63,340000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN KOTA LAKSAMANA SEC.2,December 2022,Leasehold,143,sq.m,68,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN NAM SENG,May 2022,Leasehold,133,sq.m,91.97,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN NAM SENG,August 2022,Leasehold,156,sq.m,92.9,340000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN NAM YANG,May 2022,Freehold,152,sq.m,83.42,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN NAM YANG,September 2022,Freehold,149,sq.m,83.42,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN PERINGGIT JAYA,May 2022,Leasehold,144,sq.m,91.97,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN PERINGGIT JAYA,December 2022,Freehold,181,sq.m,85.66,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SETIA JAYA FASA 2,February 2022,Freehold,153,sq.m,75.11,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SIN HIN,September 2022,Freehold,116.4,sq.m,89.88,368000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SINN,May 2022,Freehold,131.268,sq.m,91.88,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SINN,July 2022,Freehold,161.832,sq.m,75.16,425000
