,Property Type,District,Mukim,Scheme Name/Area,Lat,Long,"Month, Year of Transaction Date",Tenure,Land Size,Unit,Build Size,Transaction Price
345,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN TERENDAK HEIGHTS,2.294957223,102.1327541,2022-01-01,Leasehold,2669.4472,sq.ft,1319.008306,359000
346,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN BUKIT EMAS,2.345987114,102.2031208,2022-09-01,Freehold,1539.2377,sq.ft,861.112,270000
347,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN BUKIT EMAS,2.345987114,102.2031208,2022-11-01,Freehold,1808.3352,sq.ft,861.112,255000
348,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,2.361726846,102.1822261,2022-02-01,Freehold,1399.307,sq.ft,781.997335,160000
349,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,2.361726846,102.1822261,2022-04-01,Freehold,1399.307,sq.ft,781.997335,190000
350,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,2.361726846,102.1822261,2022-08-01,Freehold,1399.307,sq.ft,781.997335,185000
351,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN INTEKMA,2.362081954,102.1791442,2022-03-01,Freehold,1399.307,sq.ft,740.341042,160000
352,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN INTEKMA,2.362081954,102.1791442,2022-07-01,Freehold,1399.307,sq.ft,740.0181249999999,180000
353,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN LENDU ILMU,2.358781855,102.1777114,2022-03-01,Freehold,1646.8767,sq.ft,1013.744102,250000
354,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN LENDU ILMU,2.358781855,102.1777114,2022-03-01,Freehold,1646.8767,sq.ft,1013.744102,220000
355,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SERI PELANGI,2.33846338,102.2094437,2022-07-01,Freehold,1485.4181999999998,sq.ft,771.986908,220000
356,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SERI PELANGI,2.33846338,102.2094437,2022-09-01,Freehold,1302.4319,sq.ft,771.986908,192500
357,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG. PETAI BAHAGIA,2.338582001,102.2093323,2022-11-01,Freehold,1539.2377,sq.ft,1099.962941,270000
358,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,2.363478456,102.2151235,2022-03-01,Freehold,1539.2377,sq.ft,1100.285858,270000
359,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,2.363478456,102.2151235,2022-03-01,Freehold,1679.1684,sq.ft,1100.285858,290000
360,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,2.363478456,102.2151235,2022-08-01,Freehold,1679.1684,sq.ft,1100.285858,280000
361,1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,2.363478456,102.2151235,2022-08-01,Freehold,1679.1684,sq.ft,1100.285858,275000
362,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,BDR BARU SIMPANG EMPAT,2.442267679,102.1850463,2022-05-01,Leasehold,1582.2933,sq.ft,859.605054,210000
363,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,BDR BARU SIMPANG EMPAT,2.442267679,102.1850463,2022-06-01,Leasehold,2755.5584,sq.ft,859.605054,360000
364,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,BDR BARU SIMPANG EMPAT,2.442267679,102.1850463,2022-11-01,Leasehold,1732.9878999999999,sq.ft,859.605054,240000
365,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-02-01,Leasehold,1194.7929,sq.ft,799.973048,180000
366,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-03-01,Leasehold,1194.7929,sq.ft,799.973048,190000
367,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-03-01,Leasehold,1765.2795999999998,sq.ft,799.973048,190000
368,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-07-01,Leasehold,2002.0854,sq.ft,749.920913,198000
369,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-08-01,Leasehold,1194.7929,sq.ft,799.973048,185000
370,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-09-01,Leasehold,1194.7929,sq.ft,799.973048,200000
371,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-09-01,Leasehold,1644.6162809999998,sq.ft,799.973048,190000
372,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN JATI INDAH,2.438743718,102.1792217,2022-12-01,Leasehold,1194.7929,sq.ft,799.973048,200000
373,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN MERANTI LESTARI,2.488725422,102.191505,2022-10-01,Freehold,1194.7929,sq.ft,769.726489,255000
374,1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,TAMAN SIMPANG AMPAT INDAH,2.435446991,102.1805011,2022-12-01,Freehold,1517.7098999999998,sq.ft,900.830791,366000
375,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-03-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
376,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-04-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
377,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-04-01,Leasehold,1776.0435,sq.ft,1055.93859,260000
378,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-05-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,295800
379,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-05-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
380,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-07-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
381,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-08-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
382,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-09-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
383,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-09-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,230435
384,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-10-01,Leasehold,1539.2377,sq.ft,1056.369146,257435
385,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-10-01,Leasehold,1539.2377,sq.ft,1056.369146,230435
386,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-10-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,268800
387,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-10-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,230435
388,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-11-01,Leasehold,1399.307,sq.ft,1099.7476629999999,230000
389,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-11-01,Leasehold,1539.2377,sq.ft,1056.369146,268800
390,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-11-01,Leasehold,1539.2377,sq.ft,1056.369146,230435
391,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-11-01,Leasehold,1539.2377,sq.ft,1099.7476629999999,230435
392,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-12-01,Leasehold,1539.2377,sq.ft,1056.369146,268800
393,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-12-01,Leasehold,1539.2377,sq.ft,1056.369146,230435
394,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,BANDAR JASIN BISTARI,2.318902852,102.4335542,2022-12-01,Leasehold,1819.0991,sq.ft,1055.93859,260000
395,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,COUNTRY VILLAS,2.271852665,102.3374975,2022-07-01,Freehold,1539.2377,sq.ft,1471.7480469999998,380000
396,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,COUNTRY VILLAS,2.271852665,102.3374975,2022-08-01,Leasehold,1539.2377,sq.ft,2048.262531,530000
397,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,COUNTRY VILLAS,2.271852665,102.3374975,2022-09-01,Leasehold,1539.2377,sq.ft,1471.7480469999998,450000
398,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-01-01,Leasehold,2690.975,sq.ft,1003.3031189999999,226505
399,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-01-01,Leasehold,7157.9935,sq.ft,1003.3031189999999,397551
400,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-03-01,Leasehold,5102.0886,sq.ft,1003.3031189999999,351998
401,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-08-01,Leasehold,6770.4931,sq.ft,960.2475189999999,386040
402,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-09-01,Leasehold,1539.2377,sq.ft,1003.3031189999999,230435
403,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,PPAIM BANDAR BARU JASIN,2.281990845,102.3910427,2022-10-01,Leasehold,1539.2377,sq.ft,1003.3031189999999,230435
404,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-01-01,Freehold,1302.4319,sq.ft,926.1259560000001,166250
405,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-01-01,Leasehold,1302.4319,sq.ft,926.1259560000001,175750
406,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-01-01,Leasehold,1302.4319,sq.ft,926.1259560000001,175000
407,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-01-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
408,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-04-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
409,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-04-01,Leasehold,1560.7655,sq.ft,926.1259560000001,250000
410,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-07-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
411,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM,2.279983448,102.3602286,2022-08-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
412,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-01-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
413,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-01-01,Leasehold,3121.531,sq.ft,899.9696789999999,243200
414,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-02-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
415,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-02-01,Leasehold,1991.3215,sq.ft,899.9696789999999,199500
416,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Freehold,1302.4319,sq.ft,899.9696789999999,166250
417,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
418,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
419,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
420,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,2572.5721,sq.ft,899.9696789999999,224200
421,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,2766.3223,sq.ft,899.9696789999999,230850
422,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,3401.3923999999997,sq.ft,899.9696789999999,252700
423,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-03-01,Leasehold,3756.6011,sq.ft,899.9696789999999,260300
424,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-04-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
425,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-04-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
426,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-04-01,Leasehold,2723.2666999999997,sq.ft,899.9696789999999,229900
427,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-05-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
428,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-05-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
429,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-06-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
430,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-06-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
431,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-06-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
432,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-07-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
433,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-07-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
434,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-08-01,Freehold,1302.4319,sq.ft,899.9696789999999,166250
435,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-08-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
436,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-08-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
437,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-08-01,Leasehold,1302.4319,sq.ft,926.1259560000001,166250
438,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-09-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
439,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-10-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
440,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-10-01,Leasehold,1302.4319,sq.ft,899.9696789999999,166250
441,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-10-01,Leasehold,2389.5858,sq.ft,899.9696789999999,212800
442,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-11-01,Freehold,1302.4319,sq.ft,899.9696789999999,175000
443,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-11-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
444,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-12-01,Leasehold,1302.4319,sq.ft,899.9696789999999,175000
445,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN ANJUNG GAPAM (RUMAH MAMPU MILIK),2.279983448,102.3602286,2022-12-01,Leasehold,2045.1409999999998,sq.ft,899.9696789999999,201400
446,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN,2.261578767,102.3757585,2022-04-01,Freehold,1749.9410424999999,sq.ft,996.198945,200000
447,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN,2.261578767,102.3757585,2022-10-01,Freehold,1749.9410424999999,sq.ft,1106.52892,168000
448,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN HEIGHT,2.262736579,102.377518,2022-02-01,Freehold,3670.4899,sq.ft,1097.9178,320000
449,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN HEIGHT,2.262736579,102.377518,2022-03-01,Freehold,1679.1684,sq.ft,1097.9178,250000
450,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN UTAMA,2.277942783,102.3777036,2022-01-01,Freehold,1399.307,sq.ft,702.129197,240000
451,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN UTAMA,2.277942783,102.3777036,2022-02-01,Freehold,1399.307,sq.ft,709.125732,205000
452,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN UTAMA,2.277942783,102.3777036,2022-04-01,Freehold,1399.307,sq.ft,702.129197,230000
453,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN UTAMA,2.277942783,102.3777036,2022-06-01,Freehold,3541.3231,sq.ft,787.4008127999999,275000
454,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN BEMBAN UTAMA,2.277942783,102.3777036,2022-10-01,Freehold,1399.307,sq.ft,787.4008127999999,225000
455,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN DESA SRI MERBAU,2.291569618,102.4009764,2022-02-01,Leasehold,1431.5987,sq.ft,879.9488249999999,200000
456,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN IMPIANA KESANG,2.324595098,102.3721729,2022-12-01,Leasehold,1679.1684,sq.ft,1182.1991369999998,269800
457,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN MUHIBBAH FASA 14,2.159058445,102.433077,2022-01-01,Leasehold,1302.4319,sq.ft,853.0390749999999,180000
458,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,1302.4319,sq.ft,853.0390749999999,180000
459,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,1948.2658999999999,sq.ft,853.0390749999999,210000
460,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,2701.7389,sq.ft,853.0390749999999,240000
461,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,2852.4335,sq.ft,853.0390749999999,250000
462,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,2863.1974,sq.ft,853.0390749999999,250000
463,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,3132.2949,sq.ft,853.0390749999999,260000
464,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,3250.6978,sq.ft,853.0390749999999,260000
465,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-01-01,Leasehold,3831.9483999999998,sq.ft,853.0390749999999,290000
466,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-04-01,Leasehold,1646.8767,sq.ft,1199.959572,350000
467,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-06-01,Leasehold,1797.5712999999998,sq.ft,1199.959572,360000
468,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-08-01,Leasehold,1302.4319,sq.ft,853.0390749999999,180000
469,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-08-01,Leasehold,1646.8767,sq.ft,1199.959572,320000
470,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL,2.246225751,102.3229208,2022-09-01,Leasehold,1302.4319,sq.ft,853.0390749999999,180000
471,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL (SAUJANA PERDANA),2.246225751,102.3229208,2022-01-01,Leasehold,1302.4319,sq.ft,853.0390749999999,180000
472,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN SAUJANA TEHEL (SAUJANA PERDANA),2.246225751,102.3229208,2022-12-01,Leasehold,1646.8767,sq.ft,1100.07058,330000
473,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN,2.251250209,102.3270744,2022-04-01,Freehold,1539.2377,sq.ft,1100.07058,340000
474,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN,2.251250209,102.3270744,2022-05-01,Freehold,1539.2377,sq.ft,1100.07058,392000
475,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN,2.251250209,102.3270744,2022-06-01,Freehold,1539.2377,sq.ft,1100.07058,365000
476,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN,2.251250209,102.3270744,2022-11-01,Freehold,1679.1684,sq.ft,1100.07058,370000
477,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN (SAUJANA PERDANA),2.251250209,102.3270744,2022-09-01,Freehold,2830.9057,sq.ft,1100.07058,365000
478,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TEHEL IMPIAN (SAUJANA PERDANA),2.251250209,102.3270744,2022-11-01,Freehold,1539.2377,sq.ft,1100.07058,370000
479,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TUAH PERDANA,2.228879357,102.3180845,2022-07-01,Leasehold,1302.4319,sq.ft,899.646762,283000
480,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TUAH PERDANA,2.228879357,102.3180845,2022-07-01,Leasehold,1334.7236,sq.ft,899.646762,250000
481,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TUAH PERDANA,2.228879357,102.3180845,2022-08-01,Leasehold,1302.4319,sq.ft,899.646762,290000
482,1 - 1 1/2 Storey Terraced,Jasin,Ayer Panas,TAMAN TUAH PERDANA,2.228879357,102.3180845,2022-08-01,Leasehold,1302.4319,sq.ft,899.646762,280000
